feature1;feature2;correlation;strength
clouds;gpr;0.2028387843;low
oceans;gpr;0.1909117014;low
chemtechs;gpr;0.1912199735;low
hextechs;gpr;0.2100501823;low
elders;gpr;0.0570831278;low
opp_elders;gpr;-0.0570831278;low
firstherald;gpr;0.3463852800;average
heralds;gpr;0.5125400096;average
opp_heralds;gpr;-0.5125400096;average
firstbaron;gpr;0.6210455643;average
barons;gpr;0.5177713507;average
opp_barons;gpr;-0.5177713507;average
firsttower;gpr;0.5945098299;average
towers;gpr;0.7974842014;average
opp_towers;gpr;-0.7974842014;average
firstmidtower;gpr;0.6179714031;average
firsttothreetowers;gpr;0.7170906584;average
turretplates;gpr;0.6224740660;average
opp_turretplates;gpr;-0.6224740660;average
inhibitors;gpr;0.6268975399;average
opp_inhibitors;gpr;-0.6268975399;average
damagetochampions;gpr;0.2741694303;low
dpm;gpr;0.4434929947;average
damagetakenperminute;gpr;-0.2419796513;low
damagemitigatedperminute;gpr;0.0197046762;low
damagetotowers;gpr;0.7087444885;average
wardsplaced;gpr;0.0612806477;low
wpm;gpr;0.0862684408;low
wardskilled;gpr;0.0942877354;low
wcpm;gpr;0.1434755842;low
controlwardsbought;gpr;0.1006629740;low
visionscore;gpr;0.1986160564;low
vspm;gpr;0.3852467276;average
totalgold;gpr;0.4087271770;average
earnedgold;gpr;0.5389749415;average
earned gpm;gpr;0.8366040681;high
goldspent;gpr;0.2849539789;low
gspd;gpr;0.8981040506;high
kills;total cs;0.4586039986;average
deaths;total cs;-0.1336035327;low
assists;total cs;-0.2767527730;low
teamkills;total cs;0.0675156778;low
teamdeaths;total cs;-0.0051511508;low
doublekills;total cs;0.3228190877;average
triplekills;total cs;0.1906490022;low
quadrakills;total cs;0.0932673295;low
pentakills;total cs;0.0427246422;low
firstblood;total cs;-0.0700317448;low
firstbloodkill;total cs;0.0608564748;low
firstbloodassist;total cs;-0.1389940071;low
firstbloodvictim;total cs;-0.0426222717;low
team kpm;total cs;-0.0362504411;low
ckpm;total cs;-0.1294589974;low
barons;total cs;0.0270673328;low
opp_barons;total cs;-0.0121777927;low
inhibitors;total cs;0.2380697283;low
opp_inhibitors;total cs;0.1768357995;low
damagetochampions;total cs;0.7103569137;average
dpm;total cs;0.6693903322;average
damageshare;total cs;0.7254880124;average
damagetakenperminute;total cs;0.1007880509;low
damagemitigatedperminute;total cs;0.0298268185;low
damagetotowers;total cs;0.5170664158;average
wardsplaced;total cs;-0.5522664395;average
wpm;total cs;-0.6248655626;average
wardskilled;total cs;-0.0141634030;low
wcpm;total cs;-0.1059005757;low
controlwardsbought;total cs;-0.5168201706;average
visionscore;total cs;-0.4942095577;average
vspm;total cs;-0.6329838146;average
totalgold;total cs;0.8484860293;high
earnedgold;total cs;0.8734964865;high
earned gpm;total cs;0.7875667906;average
earnedgoldshare;total cs;0.8660168386;high
goldspent;total cs;0.8510587958;high
kills;minionkills;0.7249273867;average
deaths;minionkills;0.6593750662;average
assists;minionkills;0.6377540558;average
teamkills;minionkills;0.0283224786;low
teamdeaths;minionkills;0.0080742060;low
doublekills;minionkills;0.5123065210;average
triplekills;minionkills;0.2895733477;low
quadrakills;minionkills;0.1317927846;low
pentakills;minionkills;0.0602750632;low
firstblood;minionkills;0.1516452845;low
firstbloodkill;minionkills;0.0095307708;low
firstbloodassist;minionkills;-0.1592111066;low
firstbloodvictim;minionkills;-0.0306087647;low
team kpm;minionkills;-0.0262107777;low
ckpm;minionkills;-0.0648972708;low
firstdragon;minionkills;0.0328570469;low
dragons;minionkills;0.3649425553;average
opp_dragons;minionkills;0.2618625905;low
elementaldrakes;minionkills;0.3399744973;average
opp_elementaldrakes;minionkills;0.2347670983;low
infernals;minionkills;0.1025043440;low
mountains;minionkills;0.1215546499;low
clouds;minionkills;0.1580912897;low
oceans;minionkills;0.1098631603;low
chemtechs;minionkills;0.1347889033;low
hextechs;minionkills;0.0864997303;low
dragons (type unknown);minionkills;1.0000000000;high
elders;minionkills;0.2396505104;low
opp_elders;minionkills;0.2317965392;low
firstherald;minionkills;0.0046615285;low
heralds;minionkills;0.0108086505;low
opp_heralds;minionkills;-0.0110525514;low
firstbaron;minionkills;0.0729585735;low
barons;minionkills;0.3391855560;average
opp_barons;minionkills;0.3327930938;average
firsttower;minionkills;0.0496827126;low
towers;minionkills;0.2407377303;low
opp_towers;minionkills;0.0908571948;low
firstmidtower;minionkills;0.0431239179;low
firsttothreetowers;minionkills;0.0620715517;low
turretplates;minionkills;-0.0859262218;low
opp_turretplates;minionkills;-0.1987770306;low
inhibitors;minionkills;0.4477615060;average
opp_inhibitors;minionkills;0.4315668528;average
damagetochampions;minionkills;0.8908249936;high
dpm;minionkills;0.8857314772;high
damageshare;minionkills;0.7064650403;average
damagetakenperminute;minionkills;0.8143118140;high
damagemitigatedperminute;minionkills;0.7877965587;average
damagetotowers;minionkills;0.7264604273;average
wardsplaced;minionkills;0.6340071380;average
wpm;minionkills;0.6245070071;average
wardskilled;minionkills;0.7731123232;average
wcpm;minionkills;0.7728595004;average
controlwardsbought;minionkills;0.7004848252;average
visionscore;minionkills;0.7652848147;average
vspm;minionkills;0.7599986913;average
totalgold;minionkills;0.9376415442;high
earnedgold;minionkills;0.9377495140;high
earned gpm;minionkills;0.9060068875;high
earnedgoldshare;minionkills;0.7744700963;average
goldspent;minionkills;0.9403657211;high
gspd;minionkills;0.0905633539;low
gpr;minionkills;0.0849915754;low
total cs;minionkills;0.8820451759;high
kills;monsterkills;0.5835423142;average
deaths;monsterkills;0.5284473614;average
assists;monsterkills;0.5991969994;average
teamkills;monsterkills;0.0696759997;low
teamdeaths;monsterkills;-0.0249775961;low
doublekills;monsterkills;0.3815257756;average
triplekills;monsterkills;0.2010757887;low
quadrakills;monsterkills;0.0888399081;low
pentakills;monsterkills;0.0390490860;low
firstblood;monsterkills;0.2402223946;low
firstbloodkill;monsterkills;0.0950195220;low
firstbloodassist;monsterkills;0.0747987229;low
firstbloodvictim;monsterkills;-0.0157678535;low
team kpm;monsterkills;0.0205845977;low
ckpm;monsterkills;-0.0480274684;low
firstdragon;monsterkills;0.1007538877;low
dragons;monsterkills;0.5359409832;average
opp_dragons;monsterkills;0.0015853114;low
elementaldrakes;monsterkills;0.5193644323;average
opp_elementaldrakes;monsterkills;-0.0150398096;low
infernals;monsterkills;0.1852288076;low
mountains;monsterkills;0.1769268495;low
clouds;monsterkills;0.2138329247;low
oceans;monsterkills;0.1546384420;low
chemtechs;monsterkills;0.1797842764;low
hextechs;monsterkills;0.1810972286;low
dragons (type unknown);monsterkills;0.5315083816;average
elders;monsterkills;0.2320265948;low
opp_elders;monsterkills;0.1690462150;low
firstherald;monsterkills;0.1061119775;low
heralds;monsterkills;0.1615971897;low
opp_heralds;monsterkills;-0.1610014911;low
firstbaron;monsterkills;0.2945777644;low
barons;monsterkills;0.6291372604;average
opp_barons;monsterkills;0.5259724579;average
firsttower;monsterkills;0.1958273096;low
towers;monsterkills;0.4796789187;average
opp_towers;monsterkills;-0.2115701735;low
firstmidtower;monsterkills;0.2111157971;low
firsttothreetowers;monsterkills;0.2793246204;low
turretplates;monsterkills;0.0864307474;low
opp_turretplates;monsterkills;-0.2904946177;low
inhibitors;monsterkills;0.3723072174;average
opp_inhibitors;monsterkills;0.2474545476;low
damagetochampions;monsterkills;0.6511465245;average
dpm;monsterkills;0.6411417557;average
damageshare;monsterkills;-0.1250361775;low
damagetakenperminute;monsterkills;0.7460740574;average
damagemitigatedperminute;monsterkills;0.7484290179;average
damagetotowers;monsterkills;0.4762224432;average
wardsplaced;monsterkills;0.5175044236;average
wpm;monsterkills;0.5052523639;average
wardskilled;monsterkills;0.7111114224;average
wcpm;monsterkills;0.7095389020;average
controlwardsbought;monsterkills;0.6743560478;average
visionscore;monsterkills;0.6771176553;average
vspm;monsterkills;0.6704298131;average
totalgold;monsterkills;0.7320806271;average
earnedgold;monsterkills;0.7202647108;average
earned gpm;monsterkills;0.6911698139;average
earnedgoldshare;monsterkills;-0.0031696133;low
goldspent;monsterkills;0.7294080723;average
gspd;monsterkills;0.3548186129;average
gpr;monsterkills;0.3493435957;average
total cs;monsterkills;0.0222998631;low
minionkills;monsterkills;0.5059262644;average
kills;monsterkillsownjungle;0.5494273324;average
deaths;monsterkillsownjungle;0.5754295752;average
assists;monsterkillsownjungle;0.5530067098;average
teamkills;monsterkillsownjungle;0.0186782152;low
teamdeaths;monsterkillsownjungle;0.0351991907;low
firstblood;monsterkillsownjungle;-0.0455365344;low
firstbloodkill;monsterkillsownjungle;0.1126506988;low
team kpm;monsterkillsownjungle;-0.0319376424;low
ckpm;monsterkillsownjungle;-0.0410539842;low
firstdragon;monsterkillsownjungle;-0.0362050101;low
dragons;monsterkillsownjungle;0.1967492196;low
opp_dragons;monsterkillsownjungle;0.2973933568;low
dragons (type unknown);monsterkillsownjungle;0.1967492196;low
heralds;monsterkillsownjungle;-0.1169181070;low
opp_heralds;monsterkillsownjungle;0.1187056838;low
barons;monsterkillsownjungle;0.2342584860;low
opp_barons;monsterkillsownjungle;0.3242485719;average
firsttower;monsterkillsownjungle;-0.0716397008;low
towers;monsterkillsownjungle;0.0678134229;low
opp_towers;monsterkillsownjungle;0.1639136307;low
inhibitors;monsterkillsownjungle;0.0216595122;low
opp_inhibitors;monsterkillsownjungle;0.1033122026;low
damagetochampions;monsterkillsownjungle;0.6410046992;average
dpm;monsterkillsownjungle;0.6292742666;average
damageshare;monsterkillsownjungle;-0.1053669292;low
damagetakenperminute;monsterkillsownjungle;0.7516610156;average
wardsplaced;monsterkillsownjungle;0.5325951650;average
wpm;monsterkillsownjungle;0.5200674622;average
wardskilled;monsterkillsownjungle;0.7221479779;average
wcpm;monsterkillsownjungle;0.7202009124;average
controlwardsbought;monsterkillsownjungle;0.6799276223;average
visionscore;monsterkillsownjungle;0.6797226472;average
vspm;monsterkillsownjungle;0.6707047255;average
totalgold;monsterkillsownjungle;0.7196690530;average
earnedgold;monsterkillsownjungle;0.7011405674;average
earned gpm;monsterkillsownjungle;0.6700184975;average
earnedgoldshare;monsterkillsownjungle;0.0177392686;low
goldspent;monsterkillsownjungle;0.7243271911;average
gspd;monsterkillsownjungle;-0.0258970672;low
total cs;monsterkillsownjungle;0.0279685363;low
minionkills;monsterkillsownjungle;-0.4428944690;average
monsterkills;monsterkillsownjungle;0.9842501497;high
kills;monsterkillsenemyjungle;0.5874651371;average
deaths;monsterkillsenemyjungle;0.2738340755;low
assists;monsterkillsenemyjungle;0.5534891706;average
teamkills;monsterkillsenemyjungle;0.2293335635;low
teamdeaths;monsterkillsenemyjungle;-0.1465546850;low
firstblood;monsterkillsenemyjungle;0.1634585714;low
firstbloodkill;monsterkillsenemyjungle;0.1150816290;low
team kpm;monsterkillsenemyjungle;0.2046624096;low
ckpm;monsterkillsenemyjungle;0.0181578661;low
firstdragon;monsterkillsenemyjungle;0.1141394016;low
dragons;monsterkillsenemyjungle;0.4318599004;average
opp_dragons;monsterkillsenemyjungle;-0.3009418846;average
dragons (type unknown);monsterkillsenemyjungle;0.4318599004;average
heralds;monsterkillsenemyjungle;0.1858916268;low
opp_heralds;monsterkillsenemyjungle;-0.1832450835;low
barons;monsterkillsenemyjungle;0.4571532440;average
opp_barons;monsterkillsenemyjungle;-0.2620699107;low
firsttower;monsterkillsenemyjungle;0.3176098234;average
towers;monsterkillsenemyjungle;0.6047001916;average
opp_towers;monsterkillsenemyjungle;-0.4959706464;average
inhibitors;monsterkillsenemyjungle;0.5349444969;average
opp_inhibitors;monsterkillsenemyjungle;-0.4062976509;average
damagetochampions;monsterkillsenemyjungle;0.5421131291;average
dpm;monsterkillsenemyjungle;0.5488525664;average
damageshare;monsterkillsenemyjungle;-0.0030283891;low
damagetakenperminute;monsterkillsenemyjungle;0.5324166983;average
wardsplaced;monsterkillsenemyjungle;0.3992378132;average
wpm;monsterkillsenemyjungle;0.3955095541;average
wardskilled;monsterkillsenemyjungle;0.5365804917;average
wcpm;monsterkillsenemyjungle;0.5409268730;average
controlwardsbought;monsterkillsenemyjungle;0.4863515155;average
visionscore;monsterkillsenemyjungle;0.5246548891;average
vspm;monsterkillsenemyjungle;0.5257661242;average
totalgold;monsterkillsenemyjungle;0.5871723401;average
earnedgold;monsterkillsenemyjungle;0.6061948808;average
earned gpm;monsterkillsenemyjungle;0.5975462799;average
earnedgoldshare;monsterkillsenemyjungle;0.0909376436;low
goldspent;monsterkillsenemyjungle;0.5751200856;average
gspd;monsterkillsenemyjungle;0.5606160248;average
total cs;monsterkillsenemyjungle;0.1087223506;low
minionkills;monsterkillsenemyjungle;-0.2304411807;low
monsterkills;monsterkillsenemyjungle;0.7292620459;average
monsterkillsownjungle;monsterkillsenemyjungle;0.6240103828;average
kills;cspm;0.7486335564;average
deaths;cspm;0.6742620685;average
assists;cspm;0.6658992035;average
teamkills;cspm;0.0060604403;low
teamdeaths;cspm;-0.0407921355;low
doublekills;cspm;0.5246890825;average
triplekills;cspm;0.2941663410;low
quadrakills;cspm;0.1337674785;low
pentakills;cspm;0.0637078808;low
firstblood;cspm;0.1896774444;low
firstbloodkill;cspm;0.0670074381;low
firstbloodassist;cspm;-0.1525838226;low
firstbloodvictim;cspm;-0.0475472896;low
team kpm;cspm;0.0108175407;low
ckpm;cspm;-0.0258485786;low
firstdragon;cspm;0.1386460188;low
dragons;cspm;0.2475798370;low
opp_dragons;cspm;-0.3011447756;average
elementaldrakes;cspm;0.2624014204;low
opp_elementaldrakes;cspm;-0.2977416584;low
infernals;cspm;0.0864624634;low
mountains;cspm;0.0597758203;low
clouds;cspm;0.1456078172;low
oceans;cspm;0.0707214330;low
chemtechs;cspm;0.0782545355;low
hextechs;cspm;0.1113446690;low
elders;cspm;-0.0420377964;low
opp_elders;cspm;-0.0870495690;low
firstherald;cspm;0.0845845258;low
heralds;cspm;0.1438588837;low
opp_heralds;cspm;-0.1391738705;low
firstbaron;cspm;0.2535568591;low
barons;cspm;0.3953857186;average
opp_barons;cspm;0.3625384075;average
firsttower;cspm;0.2375772382;low
towers;cspm;0.3557752955;average
opp_towers;cspm;-0.4072605627;average
firstmidtower;cspm;0.2379810406;low
firsttothreetowers;cspm;0.3128074711;average
turretplates;cspm;0.1835709066;low
opp_turretplates;cspm;-0.3267520017;average
inhibitors;cspm;0.4526759934;average
opp_inhibitors;cspm;0.4045427349;average
damagetochampions;cspm;0.8550617014;high
dpm;cspm;0.9084768908;high
damageshare;cspm;0.7663819182;average
damagetakenperminute;cspm;0.8848762931;high
damagemitigatedperminute;cspm;0.8256050605;high
damagetotowers;cspm;0.7285173793;average
wardsplaced;cspm;0.6155433501;average
wpm;cspm;0.6508171054;average
wardskilled;cspm;0.7589358833;average
wcpm;cspm;0.8101516869;high
controlwardsbought;cspm;0.7055060951;average
visionscore;cspm;0.7518269833;average
vspm;cspm;0.8003737937;high
totalgold;cspm;0.9387006233;high
earnedgold;cspm;0.9356805323;high
earned gpm;cspm;0.9654967296;high
earnedgoldshare;cspm;0.9178944691;high
goldspent;cspm;0.9359375325;high
gspd;cspm;0.4327247695;average
gpr;cspm;0.4215215631;average
total cs;cspm;0.9283206190;high
minionkills;cspm;0.9487180986;high
monsterkills;cspm;0.6467208400;average
monsterkillsownjungle;cspm;-0.0178796272;low
monsterkillsenemyjungle;cspm;0.0847896758;low
kills;goldat10;0.7708434404;average
deaths;goldat10;0.7466448055;average
assists;goldat10;0.7523528709;average
teamkills;goldat10;0.0328455672;low
teamdeaths;goldat10;-0.0154131541;low
doublekills;goldat10;0.5206226339;average
triplekills;goldat10;0.2827204766;low
quadrakills;goldat10;0.1268267215;low
pentakills;goldat10;0.0594156771;low
firstblood;goldat10;0.2403377309;low
firstbloodkill;goldat10;0.2907432327;low
firstbloodassist;goldat10;-0.0596028178;low
firstbloodvictim;goldat10;-0.1126818209;low
team kpm;goldat10;0.0378344164;low
ckpm;goldat10;0.0187359188;low
firstdragon;goldat10;0.1490170791;low
dragons;goldat10;0.2750080194;low
opp_dragons;goldat10;-0.3437337137;average
elementaldrakes;goldat10;0.2824644915;low
opp_elementaldrakes;goldat10;-0.3473496909;average
infernals;goldat10;0.0958161712;low
mountains;goldat10;0.0872767457;low
clouds;goldat10;0.1074456332;low
oceans;goldat10;0.0906588831;low
chemtechs;goldat10;0.1020421541;low
hextechs;goldat10;0.1106799104;low
elders;goldat10;0.0113874343;low
opp_elders;goldat10;-0.0510041502;low
firstherald;goldat10;0.2574324881;low
heralds;goldat10;0.3538853266;average
opp_heralds;goldat10;-0.3524244342;average
firstbaron;goldat10;0.2856461857;low
barons;goldat10;0.4240219496;average
opp_barons;goldat10;0.3959234414;average
